"日期","收盘","开盘","高","低","涨跌幅"
"2021-11-5","2.006","2.006","2.006","2.006","-1.52%"
"2021-11-4","2.037","2.037","2.037","2.037","1.04%"
"2021-11-3","2.016","2.016","2.016","2.016","0.40%"
"2021-11-2","2.008","2.008","2.008","2.008","-1.95%"
"2021-11-1","2.048","2.048","2.048","2.048","0.49%"
"2021-10-29","2.038","2.038","2.038","2.038","-0.39%"
"2021-10-28","2.046","2.046","2.046","2.046","-1.54%"
"2021-10-27","2.078","2.078","2.078","2.078","-0.53%"
"2021-10-26","2.089","2.089","2.089","2.089","-0.14%"
"2021-10-25","2.092","2.092","2.092","2.092","0.72%"
"2021-10-22","2.077","2.077","2.077","2.077","-0.14%"
"2021-10-21","2.080","2.080","2.080","2.080","0.68%"
"2021-10-20","2.066","2.066","2.066","2.066","-0.48%"
"2021-10-19","2.076","2.076","2.076","2.076","0.24%"
"2021-10-18","2.071","2.071","2.071","2.071","-0.48%"
"2021-10-15","2.081","2.081","2.081","2.081","0.53%"
"2021-10-14","2.070","2.070","2.070","2.070","-0.34%"
"2021-10-13","2.077","2.077","2.077","2.077","0.39%"
"2021-10-12","2.069","2.069","2.069","2.069","-0.81%"
"2021-10-11","2.086","2.086","2.086","2.086","0.77%"
"2021-10-8","2.070","2.070","2.070","2.070","0.49%"
"2021-9-30","2.060","2.060","2.060","2.060","0.34%"
"2021-9-29","2.053","2.053","2.053","2.053","-1.91%"
"2021-9-28","2.093","2.093","2.093","2.093","1.31%"
"2021-9-27","2.066","2.066","2.066","2.066","-1.20%"
"2021-9-24","2.091","2.091","2.091","2.091","-1.13%"
"2021-9-23","2.115","2.115","2.115","2.115","0.14%"
"2021-9-22","2.112","2.112","2.112","2.112","0.62%"
"2021-9-17","2.099","2.099","2.099","2.099","0.48%"
"2021-9-16","2.089","2.089","2.089","2.089","-1.46%"
"2021-9-15","2.120","2.120","2.120","2.120","-0.75%"
"2021-9-14","2.136","2.136","2.136","2.136","-1.52%"
"2021-9-13","2.169","2.169","2.169","2.169","0.05%"
"2021-9-10","2.168","2.168","2.168","2.168","-0.46%"
"2021-9-9","2.178","2.178","2.178","2.178","0.41%"
"2021-9-8","2.169","2.169","2.169","2.169","0.56%"
"2021-9-7","2.157","2.157","2.157","2.157","0.47%"
"2021-9-6","2.147","2.147","2.147","2.147","1.71%"
"2021-9-3","2.111","2.111","2.111","2.111","-0.75%"
"2021-9-2","2.127","2.127","2.127","2.127","0.66%"
"2021-9-1","2.113","2.113","2.113","2.113","0.91%"
"2021-8-31","2.094","2.094","2.094","2.094","0.29%"
"2021-8-30","2.088","2.088","2.088","2.088","-0.29%"
"2021-8-27","2.094","2.094","2.094","2.094","0.77%"
"2021-8-26","2.078","2.078","2.078","2.078","-1.42%"
"2021-8-25","2.108","2.108","2.108","2.108","0.05%"
"2021-8-24","2.107","2.107","2.107","2.107","1.20%"
"2021-8-23","2.082","2.082","2.082","2.082","1.17%"
"2021-8-20","2.058","2.058","2.058","2.058","-0.68%"
"2021-8-19","2.072","2.072","2.072","2.072","-0.62%"
"2021-8-18","2.085","2.085","2.085","2.085","1.16%"
"2021-8-17","2.061","2.061","2.061","2.061","-1.81%"
"2021-8-16","2.099","2.099","2.099","2.099","1.21%"
"2021-8-13","2.074","2.074","2.074","2.074","0.19%"
"2021-8-12","2.070","2.070","2.070","2.070","-0.10%"
"2021-8-11","2.072","2.072","2.072","2.072","0.14%"
"2021-8-10","2.069","2.069","2.069","2.069","0.88%"
"2021-8-9","2.051","2.051","2.051","2.051","1.94%"
"2021-8-6","2.012","2.012","2.012","2.012","-0.74%"
"2021-8-5","2.027","2.027","2.027","2.027","-0.69%"
"2021-8-4","2.041","2.041","2.041","2.041","0.69%"
"2021-8-3","2.027","2.027","2.027","2.027","0.80%"
"2021-8-2","2.011","2.011","2.011","2.011","2.39%"
"2021-7-30","1.964","1.964","1.964","1.964","-0.51%"
"2021-7-29","1.974","1.974","1.974","1.974","0.61%"
"2021-7-28","1.962","1.962","1.962","1.962","0.26%"
"2021-7-27","1.957","1.957","1.957","1.957","-1.95%"
"2021-7-26","1.996","1.996","1.996","1.996","-2.82%"
"2021-7-23","2.054","2.054","2.054","2.054","-1.11%"
"2021-7-22","2.077","2.077","2.077","2.077","-0.43%"
"2021-7-21","2.086","2.086","2.086","2.086","0.14%"
"2021-7-20","2.083","2.083","2.083","2.083","-0.86%"
"2021-7-19","2.101","2.101","2.101","2.101","0.62%"
"2021-7-16","2.088","2.088","2.088","2.088","-0.52%"
"2021-7-15","2.099","2.099","2.099","2.099","-0.05%"
"2021-7-14","2.100","2.100","2.100","2.100","-0.62%"
"2021-7-13","2.113","2.113","2.113","2.113","0.67%"
"2021-7-12","2.099","2.099","2.099","2.099","0.00%"
"2021-7-9","2.099","2.099","2.099","2.099","-0.14%"
"2021-7-8","2.102","2.102","2.102","2.102","-1.41%"
"2021-7-7","2.132","2.132","2.132","2.132","0.19%"
"2021-7-6","2.128","2.128","2.128","2.128","-0.23%"
"2021-7-5","2.133","2.133","2.133","2.133","0.19%"
"2021-7-2","2.129","2.129","2.129","2.129","-1.21%"
"2021-7-1","2.155","2.155","2.155","2.155","0.47%"
"2021-6-30","2.145","2.145","2.145","2.145","0.23%"
"2021-6-29","2.140","2.140","2.140","2.140","-0.79%"
"2021-6-28","2.157","2.157","2.157","2.157","-0.32%"
"2021-6-25","2.164","2.164","2.164","2.164","0.42%"
"2021-6-24","2.155","2.155","2.155","2.155","-0.37%"
"2021-6-23","2.163","2.163","2.163","2.163","0.89%"
"2021-6-22","2.144","2.144","2.144","2.144","0.66%"
"2021-6-21","2.130","2.130","2.130","2.130","0.47%"
"2021-6-18","2.120","2.120","2.120","2.120","-0.47%"
"2021-6-17","2.130","2.130","2.130","2.130","-0.33%"
"2021-6-16","2.137","2.137","2.137","2.137","-0.70%"
"2021-6-15","2.152","2.152","2.152","2.152","-0.92%"
"2021-6-11","2.172","2.172","2.172","2.172","-1.18%"
"2021-6-10","2.198","2.198","2.198","2.198","-0.36%"
"2021-6-9","2.206","2.206","2.206","2.206","-0.63%"
"2021-6-8","2.220","2.220","2.220","2.220","-0.05%"
"2021-6-7","2.221","2.221","2.221","2.221","-0.09%"
"2021-6-4","2.223","2.223","2.223","2.223","0.18%"
"2021-6-3","2.219","2.219","2.219","2.219","-0.45%"
"2021-6-2","2.229","2.229","2.229","2.229","-0.27%"
"2021-6-1","2.235","2.235","2.235","2.235","0.22%"
"2021-5-31","2.230","2.230","2.230","2.230","-0.36%"
"2021-5-28","2.238","2.238","2.238","2.238","-0.36%"
"2021-5-27","2.246","2.246","2.246","2.246","0.09%"
"2021-5-26","2.244","2.244","2.244","2.244","0.99%"
"2021-5-25","2.222","2.222","2.222","2.222","1.97%"
"2021-5-24","2.179","2.179","2.179","2.179","0.00%"
"2021-5-21","2.179","2.179","2.179","2.179","-0.41%"
"2021-5-20","2.188","2.188","2.188","2.188","0.37%"
"2021-5-19","2.180","2.180","2.180","2.180","-0.86%"
"2021-5-18","2.199","2.199","2.199","2.199","0.00%"
"2021-5-17","2.199","2.199","2.199","2.199","0.92%"
"2021-5-14","2.179","2.179","2.179","2.179","1.16%"
"2021-5-13","2.154","2.154","2.154","2.154","-0.37%"
"2021-5-12","2.162","2.162","2.162","2.162","0.19%"
"2021-5-11","2.158","2.158","2.158","2.158","0.51%"
"2021-5-10","2.147","2.147","2.147","2.147","-0.14%"
"2021-5-7","2.150","2.150","2.150","2.150","-1.10%"
"2021-5-6","2.174","2.174","2.174","2.174","-0.46%"
"2021-4-30","2.184","2.184","2.184","2.184","-1.22%"
"2021-4-29","2.211","2.211","2.211","2.211","-0.36%"
"2021-4-28","2.219","2.219","2.219","2.219","0.45%"
"2021-4-27","2.209","2.209","2.209","2.209","-0.32%"
"2021-4-26","2.216","2.216","2.216","2.216","-1.03%"
"2021-4-23","2.239","2.239","2.239","2.239","-0.22%"
"2021-4-22","2.244","2.244","2.244","2.244","-0.09%"
"2021-4-21","2.246","2.246","2.246","2.246","0.09%"
"2021-4-20","2.244","2.244","2.244","2.244","-0.58%"
"2021-4-19","2.257","2.257","2.257","2.257","2.08%"
"2021-4-15","2.211","2.211","2.211","2.211","-0.54%"
"2021-4-14","2.223","2.223","2.223","2.223","1.18%"
"2021-4-13","2.197","2.197","2.197","2.197","-0.63%"
"2021-4-12","2.211","2.211","2.211","2.211","-1.82%"
"2021-4-9","2.252","2.252","2.252","2.252","0.22%"
"2021-4-8","2.247","2.247","2.247","2.247","-0.09%"
"2021-4-7","2.249","2.249","2.249","2.249","-0.49%"
"2021-4-6","2.260","2.260","2.260","2.260","-0.13%"
"2021-4-2","2.263","2.263","2.263","2.263","0.35%"
"2021-4-1","2.255","2.255","2.255","2.255","0.54%"
"2021-3-31","2.243","2.243","2.243","2.243","-0.97%"
"2021-3-30","2.265","2.265","2.265","2.265","0.85%"
"2021-3-29","2.246","2.246","2.246","2.246","-0.09%"
"2021-3-26","2.248","2.248","2.248","2.248","1.44%"
"2021-3-25","2.216","2.216","2.216","2.216","0.14%"
"2021-3-24","2.213","2.213","2.213","2.213","-1.78%"
"2021-3-23","2.253","2.253","2.253","2.253","-1.01%"
"2021-3-22","2.276","2.276","2.276","2.276","0.93%"
"2021-3-19","2.255","2.255","2.255","2.255","-1.70%"
"2021-3-18","2.294","2.294","2.294","2.294","0.92%"
"2021-3-17","2.273","2.273","2.273","2.273","0.26%"
"2021-3-16","2.267","2.267","2.267","2.267","1.61%"
"2021-3-15","2.231","2.231","2.231","2.231","-0.36%"
"2021-3-12","2.239","2.239","2.239","2.239","0.27%"
"2021-3-11","2.233","2.233","2.233","2.233","2.15%"
"2021-3-10","2.186","2.186","2.186","2.186","0.18%"
"2021-3-9","2.182","2.182","2.182","2.182","-2.24%"
"2021-3-8","2.232","2.232","2.232","2.232","-2.40%"
"2021-3-5","2.287","2.287","2.287","2.287","-0.13%"
"2021-3-4","2.290","2.290","2.290","2.290","-2.09%"
"2021-3-3","2.339","2.339","2.339","2.339","1.83%"
"2021-3-2","2.297","2.297","2.297","2.297","-0.35%"
"2021-3-1","2.305","2.305","2.305","2.305","1.01%"
"2021-2-26","2.282","2.282","2.282","2.282","-2.56%"
"2021-2-25","2.342","2.342","2.342","2.342","0.39%"
"2021-2-24","2.333","2.333","2.333","2.333","-1.89%"
"2021-2-23","2.378","2.378","2.378","2.378","-0.67%"
"2021-2-22","2.394","2.394","2.394","2.394","-1.56%"
"2021-2-19","2.432","2.432","2.432","2.432","0.58%"
"2021-2-18","2.418","2.418","2.418","2.418","0.29%"
"2021-2-10","2.411","2.411","2.411","2.411","1.30%"
"2021-2-9","2.380","2.380","2.380","2.380","1.54%"
"2021-2-8","2.344","2.344","2.344","2.344","1.74%"
"2021-2-5","2.304","2.304","2.304","2.304","0.30%"
"2021-2-4","2.297","2.297","2.297","2.297","-0.04%"
"2021-2-3","2.298","2.298","2.298","2.298","0.83%"
"2021-2-2","2.279","2.279","2.279","2.279","1.38%"
"2021-2-1","2.248","2.248","2.248","2.248","1.35%"
"2021-1-29","2.218","2.218","2.218","2.218","0.14%"
"2021-1-28","2.215","2.215","2.215","2.215","-2.59%"
"2021-1-27","2.274","2.274","2.274","2.274","0.84%"
"2021-1-26","2.255","2.255","2.255","2.255","-0.27%"
"2021-1-25","2.261","2.261","2.261","2.261","0.22%"
"2021-1-22","2.256","2.256","2.256","2.256","-0.09%"
"2021-1-21","2.258","2.258","2.258","2.258","0.85%"
"2021-1-20","2.239","2.239","2.239","2.239","0.36%"
"2021-1-19","2.231","2.231","2.231","2.231","-0.76%"
"2021-1-18","2.248","2.248","2.248","2.248","1.12%"
"2021-1-15","2.223","2.223","2.223","2.223","0.27%"
"2021-1-14","2.217","2.217","2.217","2.217","-1.55%"
"2021-1-13","2.252","2.252","2.252","2.252","-0.53%"
"2021-1-12","2.264","2.264","2.264","2.264","1.80%"
"2021-1-11","2.224","2.224","2.224","2.224","-0.31%"
"2021-1-8","2.231","2.231","2.231","2.231","0.86%"
"2021-1-7","2.212","2.212","2.212","2.212","1.05%"
"2021-1-6","2.189","2.189","2.189","2.189","0.32%"
"2021-1-5","2.182","2.182","2.182","2.182","1.35%"
"2021-1-4","2.153","2.153","2.153","2.153","0.70%"
"2020-12-31","2.138","2.138","2.138","2.138","1.66%"
"2020-12-30","2.103","2.103","2.103","2.103","1.35%"
"2020-12-29","2.075","2.075","2.075","2.075","-0.57%"
"2020-12-28","2.087","2.087","2.087","2.087","0.43%"
"2020-12-25","2.078","2.078","2.078","2.078","0.68%"
"2020-12-24","2.064","2.064","2.064","2.064","-1.10%"
"2020-12-23","2.087","2.087","2.087","2.087","0.24%"
"2020-12-22","2.082","2.082","2.082","2.082","-1.93%"
"2020-12-21","2.123","2.123","2.123","2.123","0.66%"
"2020-12-18","2.109","2.109","2.109","2.109","-0.66%"
"2020-12-17","2.123","2.123","2.123","2.123","0.47%"
"2020-12-16","2.113","2.113","2.113","2.113","0.28%"
"2020-12-15","2.107","2.107","2.107","2.107","0.62%"
"2020-12-14","2.094","2.094","2.094","2.094","1.31%"
"2020-12-11","2.067","2.067","2.067","2.067","-0.86%"
"2020-12-10","2.085","2.085","2.085","2.085","-0.57%"
"2020-12-9","2.097","2.097","2.097","2.097","-1.83%"
"2020-12-8","2.136","2.136","2.136","2.136","-0.28%"
"2020-12-7","2.142","2.142","2.142","2.142","-0.46%"
"2020-12-4","2.152","2.152","2.152","2.152","0.28%"
"2020-12-3","2.146","2.146","2.146","2.146","0.37%"
"2020-12-2","2.138","2.138","2.138","2.138","0.09%"
"2020-12-1","2.136","2.136","2.136","2.136","1.62%"
"2020-11-30","2.102","2.102","2.102","2.102","-0.76%"
"2020-11-27","2.118","2.118","2.118","2.118","1.29%"
"2020-11-26","2.091","2.091","2.091","2.091","-0.62%"
"2020-11-25","2.104","2.104","2.104","2.104","-1.22%"
"2020-11-24","2.130","2.130","2.130","2.130","-0.56%"
"2020-11-23","2.142","2.142","2.142","2.142","0.42%"
"2020-11-20","2.133","2.133","2.133","2.133","0.76%"
"2020-11-19","2.117","2.117","2.117","2.117","0.71%"
"2020-11-18","2.102","2.102","2.102","2.102","0.53%"
"2020-11-17","2.091","2.091","2.091","2.091","0.72%"
"2020-11-16","2.076","2.076","2.076","2.076","1.12%"
"2020-11-13","2.053","2.053","2.053","2.053","-0.82%"
"2020-11-12","2.070","2.070","2.070","2.070","0.49%"
"2020-11-11","2.060","2.060","2.060","2.060","-0.77%"
"2020-11-10","2.076","2.076","2.076","2.076","-0.10%"
"2020-11-9","2.078","2.078","2.078","2.078","0.63%"
"2020-11-6","2.065","2.065","2.065","2.065","-0.10%"
"2020-11-5","2.067","2.067","2.067","2.067","1.87%"
"2020-11-4","2.029","2.029","2.029","2.029","1.25%"
"2020-11-3","2.004","2.004","2.004","2.004","0.75%"
"2020-11-2","1.989","1.989","1.989","1.989","1.69%"
"2020-10-30","1.956","1.956","1.956","1.956","-1.31%"
"2020-10-29","1.982","1.982","1.982","1.982","2.32%"
"2020-10-28","1.937","1.937","1.937","1.937","0.73%"
"2020-10-27","1.923","1.923","1.923","1.923","0.21%"
"2020-10-26","1.919","1.919","1.919","1.919","0.10%"
"2020-10-23","1.917","1.917","1.917","1.917","-1.89%"
"2020-10-22","1.954","1.954","1.954","1.954","-0.66%"
"2020-10-21","1.967","1.967","1.967","1.967","0.25%"
"2020-10-20","1.962","1.962","1.962","1.962","1.29%"
"2020-10-19","1.937","1.937","1.937","1.937","-0.72%"
"2020-10-16","1.951","1.951","1.951","1.951","-0.61%"
"2020-10-15","1.963","1.963","1.963","1.963","-0.76%"
"2020-10-14","1.978","1.978","1.978","1.978","-0.50%"
"2020-10-13","1.988","1.988","1.988","1.988","1.27%"
"2020-10-12","1.963","1.963","1.963","1.963","1.66%"
"2020-10-9","1.931","1.931","1.931","1.931","1.63%"
"2020-9-30","1.900","1.900","1.900","1.900","0.32%"
"2020-9-29","1.894","1.894","1.894","1.894","-0.16%"
"2020-9-25","1.897","1.897","1.897","1.897","-0.84%"
"2020-9-24","1.913","1.913","1.913","1.913","-1.44%"
"2020-9-23","1.941","1.941","1.941","1.941","0.67%"
"2020-9-22","1.928","1.928","1.928","1.928","-0.98%"
"2020-9-21","1.947","1.947","1.947","1.947","-0.66%"
"2020-9-18","1.960","1.960","1.960","1.960","1.24%"
"2020-9-17","1.936","1.936","1.936","1.936","-0.10%"
"2020-9-16","1.938","1.938","1.938","1.938","-0.21%"
"2020-9-15","1.942","1.942","1.942","1.942","2.16%"
"2020-9-11","1.901","1.901","1.901","1.901","0.80%"
"2020-9-10","1.886","1.886","1.886","1.886","0.48%"
"2020-9-9","1.877","1.877","1.877","1.877","-2.95%"
"2020-9-8","1.934","1.934","1.934","1.934","0.00%"
"2020-9-7","1.934","1.934","1.934","1.934","-2.67%"
"2020-9-4","1.987","1.987","1.987","1.987","-0.65%"
"2020-9-3","2.000","2.000","2.000","2.000","-1.14%"
"2020-9-2","2.023","2.023","2.023","2.023","0.15%"
"2020-9-1","2.020","2.020","2.020","2.020","0.50%"
"2020-8-31","2.010","2.010","2.010","2.010","1.36%"
"2020-8-25","1.983","1.983","1.983","1.983","0.86%"
"2020-8-21","1.966","1.966","1.966","1.966","1.29%"
"2020-8-20","1.941","1.941","1.941","1.941","-1.47%"
"2020-8-19","1.970","1.970","1.970","1.970","-1.15%"
"2020-8-18","1.993","1.993","1.993","1.993","1.06%"
"2020-8-17","1.972","1.972","1.972","1.972","1.75%"
"2020-8-14","1.938","1.938","1.938","1.938","1.57%"
"2020-8-13","1.908","1.908","1.908","1.908","0.32%"
"2020-8-12","1.902","1.902","1.902","1.902","-1.50%"
"2020-8-11","1.931","1.931","1.931","1.931","-0.21%"
"2020-8-10","1.935","1.935","1.935","1.935","1.95%"
"2020-8-7","1.898","1.898","1.898","1.898","-0.32%"
"2020-8-6","1.904","1.904","1.904","1.904","-0.42%"
"2020-8-5","1.912","1.912","1.912","1.912","1.22%"
"2020-8-4","1.889","1.889","1.889","1.889","-0.37%"
"2020-8-3","1.896","1.896","1.896","1.896","1.34%"
"2020-7-31","1.871","1.871","1.871","1.871","0.65%"
"2020-7-30","1.859","1.859","1.859","1.859","0.00%"
"2020-7-29","1.859","1.859","1.859","1.859","3.68%"
"2020-7-28","1.793","1.793","1.793","1.793","1.24%"
"2020-7-27","1.771","1.771","1.771","1.771","0.45%"
"2020-7-24","1.763","1.763","1.763","1.763","-4.81%"
"2020-7-23","1.852","1.852","1.852","1.852","0.22%"
"2020-7-22","1.848","1.848","1.848","1.848","1.37%"
"2020-7-21","1.823","1.823","1.823","1.823","1.73%"
"2020-7-20","1.792","1.792","1.792","1.792","2.11%"
"2020-7-17","1.755","1.755","1.755","1.755","1.68%"
"2020-7-16","1.726","1.726","1.726","1.726","-3.84%"
"2020-7-15","1.795","1.795","1.795","1.795","0.79%"
"2020-7-14","1.781","1.781","1.781","1.781","-0.72%"
"2020-7-13","1.794","1.794","1.794","1.794","3.10%"
"2020-7-10","1.740","1.740","1.740","1.740","-0.40%"
"2020-7-9","1.747","1.747","1.747","1.747","1.93%"
"2020-7-8","1.714","1.714","1.714","1.714","-0.17%"
"2020-7-7","1.717","1.717","1.717","1.717","1.60%"
"2020-7-6","1.690","1.690","1.690","1.690","2.92%"
"2020-7-3","1.642","1.642","1.642","1.642","0.61%"
"2020-7-2","1.632","1.632","1.632","1.632","0.74%"
"2020-7-1","1.620","1.620","1.620","1.620","1.76%"
"2020-6-30","1.592","1.592","1.592","1.592","1.14%"
"2020-6-29","1.574","1.574","1.574","1.574","0.00%"
"2020-6-24","1.574","1.574","1.574","1.574","-0.13%"
"2020-6-23","1.576","1.576","1.576","1.576","0.06%"
"2020-6-22","1.575","1.575","1.575","1.575","-0.76%"
"2020-6-19","1.587","1.587","1.587","1.587","1.28%"
"2020-6-18","1.567","1.567","1.567","1.567","0.19%"
"2020-6-17","1.564","1.564","1.564","1.564","0.51%"
"2020-6-16","1.556","1.556","1.556","1.556","1.77%"
"2020-6-15","1.529","1.529","1.529","1.529","-0.39%"
"2020-6-12","1.535","1.535","1.535","1.535","0.39%"
"2020-6-11","1.529","1.529","1.529","1.529","-1.55%"
"2020-6-10","1.553","1.553","1.553","1.553","0.65%"
"2020-6-9","1.543","1.543","1.543","1.543","1.18%"
"2020-6-8","1.525","1.525","1.525","1.525","0.07%"
"2020-6-5","1.524","1.524","1.524","1.524","-0.20%"
"2020-6-4","1.527","1.527","1.527","1.527","0.39%"
"2020-6-3","1.521","1.521","1.521","1.521","0.13%"
"2020-6-2","1.519","1.519","1.519","1.519","-1.11%"
"2020-6-1","1.536","1.536","1.536","1.536","2.47%"
"2020-5-29","1.499","1.499","1.499","1.499","1.22%"
"2020-5-28","1.481","1.481","1.481","1.481","-0.47%"
"2020-5-27","1.488","1.488","1.488","1.488","0.61%"
"2020-5-26","1.479","1.479","1.479","1.479","1.86%"
"2020-5-25","1.452","1.452","1.452","1.452","0.97%"
"2020-5-22","1.438","1.438","1.438","1.438","-1.71%"
"2020-5-21","1.463","1.463","1.463","1.463","-0.61%"
"2020-5-20","1.472","1.472","1.472","1.472","-1.08%"
"2020-5-19","1.488","1.488","1.488","1.488","1.57%"
"2020-5-18","1.465","1.465","1.465","1.465","1.24%"
"2020-5-15","1.447","1.447","1.447","1.447","-0.75%"
"2020-5-14","1.458","1.458","1.458","1.458","-1.35%"
"2020-5-13","1.478","1.478","1.478","1.478","0.75%"
"2020-5-12","1.467","1.467","1.467","1.467","0.48%"
"2020-5-11","1.460","1.460","1.460","1.460","0.21%"
"2020-5-8","1.457","1.457","1.457","1.457","1.67%"
"2020-5-7","1.433","1.433","1.433","1.433","0.00%"
"2020-5-6","1.433","1.433","1.433","1.433","0.84%"
"2020-4-29","1.421","1.421","1.421","1.421","-1.04%"
"2020-4-28","1.436","1.436","1.436","1.436","1.20%"
"2020-4-27","1.419","1.419","1.419","1.419","0.57%"
"2020-4-24","1.411","1.411","1.411","1.411","-0.70%"
"2020-4-23","1.421","1.421","1.421","1.421","0.21%"
"2020-4-22","1.418","1.418","1.418","1.418","1.36%"
"2020-4-21","1.399","1.399","1.399","1.399","-0.78%"
"2020-4-20","1.410","1.410","1.410","1.410","1.73%"
"2020-4-17","1.386","1.386","1.386","1.386","0.43%"
"2020-4-16","1.380","1.380","1.380","1.380","0.22%"
"2020-4-15","1.377","1.377","1.377","1.377","-0.79%"
"2020-4-14","1.388","1.388","1.388","1.388","1.91%"
"2020-4-13","1.362","1.362","1.362","1.362","-0.07%"
"2020-4-10","1.363","1.363","1.363","1.363","-0.80%"
"2020-4-9","1.374","1.374","1.374","1.374","1.48%"
"2020-4-8","1.354","1.354","1.354","1.354","-0.37%"
"2020-4-7","1.359","1.359","1.359","1.359","2.57%"
"2020-4-3","1.325","1.325","1.325","1.325","0.08%"
"2020-4-2","1.324","1.324","1.324","1.324","0.68%"
"2020-4-1","1.315","1.315","1.315","1.315","-1.20%"
"2020-3-31","1.331","1.331","1.331","1.331","1.22%"
"2020-3-30","1.315","1.315","1.315","1.315","-0.60%"
"2020-3-27","1.323","1.323","1.323","1.323","0.38%"
"2020-3-26","1.318","1.318","1.318","1.318","-0.23%"
"2020-3-25","1.321","1.321","1.321","1.321","2.56%"
"2020-3-24","1.288","1.288","1.288","1.288","2.88%"
"2020-3-23","1.252","1.252","1.252","1.252","-3.02%"
"2020-3-20","1.291","1.291","1.291","1.291","2.70%"
"2020-3-19","1.257","1.257","1.257","1.257","-1.26%"
"2020-3-18","1.273","1.273","1.273","1.273","-1.09%"
"2020-3-17","1.287","1.287","1.287","1.287","-0.92%"
"2020-3-16","1.299","1.299","1.299","1.299","-4.77%"
"2020-3-13","1.364","1.364","1.364","1.364","-1.59%"
"2020-3-12","1.386","1.386","1.386","1.386","-2.12%"
"2020-3-11","1.416","1.416","1.416","1.416","-0.70%"
"2020-3-10","1.426","1.426","1.426","1.426","1.78%"
"2020-3-9","1.401","1.401","1.401","1.401","-3.25%"
"2020-3-6","1.448","1.448","1.448","1.448","-1.50%"
"2020-3-5","1.470","1.470","1.470","1.470","2.58%"
"2020-3-4","1.433","1.433","1.433","1.433","0.92%"
"2020-3-3","1.420","1.420","1.420","1.420","1.00%"
"2020-3-2","1.406","1.406","1.406","1.406","3.53%"
"2020-2-28","1.358","1.358","1.358","1.358","-2.65%"
"2020-2-27","1.395","1.395","1.395","1.395","1.68%"
"2020-2-26","1.372","1.372","1.372","1.372","-1.51%"
"2020-2-25","1.393","1.393","1.393","1.393","0.43%"
"2020-2-24","1.387","1.387","1.387","1.387","-0.22%"
"2020-2-21","1.390","1.390","1.390","1.390","-0.14%"
"2020-2-20","1.392","1.392","1.392","1.392","1.98%"
"2020-2-19","1.365","1.365","1.365","1.365","-0.29%"
"2020-2-18","1.369","1.369","1.369","1.369","-0.51%"
"2020-2-17","1.376","1.376","1.376","1.376","2.23%"
"2020-2-14","1.346","1.346","1.346","1.346","0.60%"
"2020-2-13","1.338","1.338","1.338","1.338","-0.45%"
"2020-2-12","1.344","1.344","1.344","1.344","0.75%"
"2020-2-11","1.334","1.334","1.334","1.334","0.68%"
"2020-2-10","1.325","1.325","1.325","1.325","1.69%"
"2020-2-7","1.303","1.303","1.303","1.303","0.23%"
"2020-2-6","1.300","1.300","1.300","1.300","2.60%"
"2020-2-5","1.267","1.267","1.267","1.267","1.12%"
"2020-2-4","1.253","1.253","1.253","1.253","2.96%"
"2020-2-3","1.217","1.217","1.217","1.217","-7.31%"
"2020-1-23","1.313","1.313","1.313","1.313","-3.38%"
"2020-1-22","1.359","1.359","1.359","1.359","0.59%"
"2020-1-21","1.351","1.351","1.351","1.351","-0.88%"
"2020-1-20","1.363","1.363","1.363","1.363","0.66%"
"2020-1-17","1.354","1.354","1.354","1.354","0.52%"
"2020-1-16","1.347","1.347","1.347","1.347","-0.07%"
"2020-1-15","1.348","1.348","1.348","1.348","0.07%"
"2020-1-14","1.347","1.347","1.347","1.347","-0.66%"
"2020-1-13","1.356","1.356","1.356","1.356","0.97%"
"2020-1-10","1.343","1.343","1.343","1.343","0.15%"
"2020-1-9","1.341","1.341","1.341","1.341","1.28%"
"2020-1-8","1.324","1.324","1.324","1.324","-0.30%"
"2020-1-7","1.328","1.328","1.328","1.328","1.07%"
"2020-1-6","1.314","1.314","1.314","1.314","-0.61%"
"2020-1-3","1.322","1.322","1.322","1.322","-0.75%"
"2020-1-2","1.332","1.332","1.332","1.332","0.68%"
